STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2015
01,000,Alabama,Alabama,4858979
01,001,Alabama,Autauga County,55347
01,003,Alabama,Baldwin County,203709
01,005,Alabama,Barbour County,26489
01,007,Alabama,Bibb County,22583
01,009,Alabama,Blount County,57673
01,011,Alabama,Bullock County,10696
01,013,Alabama,Butler County,20154
01,015,Alabama,Calhoun County,115620
01,017,Alabama,Chambers County,34123
01,019,Alabama,Cherokee County,25859
01,021,Alabama,Chilton County,43943
01,023,Alabama,Choctaw County,13170
01,025,Alabama,Clarke County,24675
01,027,Alabama,Clay County,13555
01,029,Alabama,Cleburne County,15018
01,031,Alabama,Coffee County,51211
01,033,Alabama,Colbert County,54354
01,035,Alabama,Conecuh County,12672
01,037,Alabama,Coosa County,10724
01,039,Alabama,Covington County,37835
01,041,Alabama,Crenshaw County,13963
01,043,Alabama,Cullman County,82005
01,045,Alabama,Dale County,49565
01,047,Alabama,Dallas County,41131
01,049,Alabama,DeKalb County,71130
01,051,Alabama,Elmore County,81468
01,053,Alabama,Escambia County,37789
01,055,Alabama,Etowah County,103057
01,057,Alabama,Fayette County,16759
01,059,Alabama,Franklin County,31696
01,061,Alabama,Geneva County,26777
01,063,Alabama,Greene County,8479
01,065,Alabama,Hale County,15068
01,067,Alabama,Henry County,17221
01,069,Alabama,Houston County,104173
01,071,Alabama,Jackson County,52419
01,073,Alabama,Jefferson County,660367
01,075,Alabama,Lamar County,13886
01,077,Alabama,Lauderdale County,92596
01,079,Alabama,Lawrence County,33115
01,081,Alabama,Lee County,156993
01,083,Alabama,Limestone County,91663
01,085,Alabama,Lowndes County,10458
01,087,Alabama,Macon County,19105
01,089,Alabama,Madison County,353089
01,091,Alabama,Marengo County,20028
01,093,Alabama,Marion County,30168
01,095,Alabama,Marshall County,94725
01,097,Alabama,Mobile County,415395
01,099,Alabama,Monroe County,21673
01,101,Alabama,Montgomery County,226519
01,103,Alabama,Morgan County,119565
01,105,Alabama,Perry County,9652
01,107,Alabama,Pickens County,20864
01,109,Alabama,Pike County,33046
01,111,Alabama,Randolph County,22696
01,113,Alabama,Russell County,59660
01,115,Alabama,St. Clair County,87074
01,117,Alabama,Shelby County,208713
01,119,Alabama,Sumter County,13103
01,121,Alabama,Talladega County,80862
01,123,Alabama,Tallapoosa County,40844
01,125,Alabama,Tuscaloosa County,203976
01,127,Alabama,Walker County,65294
01,129,Alabama,Washington County,16804
01,131,Alabama,Wilcox County,11059
01,133,Alabama,Winston County,23877
02,000,Alaska,Alaska,738432
02,013,Alaska,Aleutians East Borough,3341
02,016,Alaska,Aleutians West Census Area,5702
02,020,Alaska,Anchorage Municipality,298695
02,050,Alaska,Bethel Census Area,17946
02,060,Alaska,Bristol Bay Borough,892
02,068,Alaska,Denali Borough,1919
02,070,Alaska,Dillingham Census Area,4997
02,090,Alaska,Fairbanks North Star Borough,99631
02,100,Alaska,Haines Borough,2534
02,105,Alaska,Hoonah-Angoon Census Area,2133
02,110,Alaska,Juneau City and Borough,32756
02,122,Alaska,Kenai Peninsula Borough,58059
02,130,Alaska,Ketchikan Gateway Borough,13709
02,150,Alaska,Kodiak Island Borough,13889
02,158,Alaska,Kusilvak Census Area,8119
02,164,Alaska,Lake and Peninsula Borough,1563
02,170,Alaska,Matanuska-Susitna Borough,101095
02,180,Alaska,Nome Census Area,9846
02,185,Alaska,North Slope Borough,9687
02,188,Alaska,Northwest Arctic Borough,7752
02,195,Alaska,Petersburg Borough,3177
02,198,Alaska,Prince of Wales-Hyder Census Area,6341
02,220,Alaska,Sitka City and Borough,8863
02,230,Alaska,Skagway Municipality,1057
02,240,Alaska,Southeast Fairbanks Census Area,6839
02,261,Alaska,Valdez-Cordova Census Area,9362
02,275,Alaska,Wrangell City and Borough,2382
02,282,Alaska,Yakutat City and Borough,613
02,290,Alaska,Yukon-Koyukuk Census Area,5533
04,000,Arizona,Arizona,6828065
04,001,Arizona,Apache County,71474
04,003,Arizona,Cochise County,126427
04,005,Arizona,Coconino County,139097
04,007,Arizona,Gila County,53159
04,009,Arizona,Graham County,37666
04,011,Arizona,Greenlee County,9529
04,012,Arizona,La Paz County,20152
04,013,Arizona,Maricopa County,4167947
04,015,Arizona,Mohave County,204737
04,017,Arizona,Navajo County,108277
04,019,Arizona,Pima County,1010025
04,021,Arizona,Pinal County,406584
04,023,Arizona,Santa Cruz County,46461
04,025,Arizona,Yavapai County,222255
04,027,Arizona,Yuma County,204275
05,000,Arkansas,Arkansas,2978204
05,001,Arkansas,Arkansas County,18433
05,003,Arkansas,Ashley County,20838
05,005,Arkansas,Baxter County,41053
05,007,Arkansas,Benton County,249672
05,009,Arkansas,Boone County,37222
05,011,Arkansas,Bradley County,11094
05,013,Arkansas,Calhoun County,5229
05,015,Arkansas,Carroll County,27704
05,017,Arkansas,Chicot County,11027
05,019,Arkansas,Clark County,22633
05,021,Arkansas,Clay County,15109
05,023,Arkansas,Cleburne County,25467
05,025,Arkansas,Cleveland County,8311
05,027,Arkansas,Columbia County,24114
05,029,Arkansas,Conway County,21019
05,031,Arkansas,Craighead County,104354
05,033,Arkansas,Crawford County,61703
05,035,Arkansas,Crittenden County,48963
05,037,Arkansas,Cross County,17284
05,039,Arkansas,Dallas County,7604
05,041,Arkansas,Desha County,11965
05,043,Arkansas,Drew County,18778
05,045,Arkansas,Faulkner County,121552
05,047,Arkansas,Franklin County,17702
05,049,Arkansas,Fulton County,12204
05,051,Arkansas,Garland County,97177
05,053,Arkansas,Grant County,18102
05,055,Arkansas,Greene County,44196
05,057,Arkansas,Hempstead County,22084
05,059,Arkansas,Hot Spring County,33426
05,061,Arkansas,Howard County,13300
05,063,Arkansas,Independence County,37052
05,065,Arkansas,Izard County,13445
05,067,Arkansas,Jackson County,17338
05,069,Arkansas,Jefferson County,71565
05,071,Arkansas,Johnson County,26141
05,073,Arkansas,Lafayette County,6996
05,075,Arkansas,Lawrence County,16779
05,077,Arkansas,Lee County,9650
05,079,Arkansas,Lincoln County,13820
05,081,Arkansas,Little River County,12472
05,083,Arkansas,Logan County,21714
05,085,Arkansas,Lonoke County,71645
05,087,Arkansas,Madison County,15767
05,089,Arkansas,Marion County,16185
05,091,Arkansas,Miller County,43908
05,093,Arkansas,Mississippi County,43738
05,095,Arkansas,Monroe County,7399
05,097,Arkansas,Montgomery County,8970
05,099,Arkansas,Nevada County,8558
05,101,Arkansas,Newton County,7913
05,103,Arkansas,Ouachita County,24358
05,105,Arkansas,Perry County,10189
05,107,Arkansas,Phillips County,19513
05,109,Arkansas,Pike County,10824
05,111,Arkansas,Poinsett County,24040
05,113,Arkansas,Polk County,20216
05,115,Arkansas,Pope County,63390
05,117,Arkansas,Prairie County,8291
05,119,Arkansas,Pulaski County,392664
05,121,Arkansas,Randolph County,17469
05,123,Arkansas,St. Francis County,26589
05,125,Arkansas,Saline County,117460
05,127,Arkansas,Scott County,10513
05,129,Arkansas,Searcy County,7869
05,131,Arkansas,Sebastian County,127780
05,133,Arkansas,Sevier County,17290
05,135,Arkansas,Sharp County,16912
05,137,Arkansas,Stone County,12456
05,139,Arkansas,Union County,40144
05,141,Arkansas,Van Buren County,16771
05,143,Arkansas,Washington County,225477
05,145,Arkansas,White County,79161
05,147,Arkansas,Woodruff County,6741
05,149,Arkansas,Yell County,21713
06,000,California,California,39144818
06,001,California,Alameda County,1638215
06,003,California,Alpine County,1110
06,005,California,Amador County,37001
06,007,California,Butte County,225411
06,009,California,Calaveras County,44828
06,011,California,Colusa County,21482
06,013,California,Contra Costa County,1126745
06,015,California,Del Norte County,27254
06,017,California,El Dorado County,184452
06,019,California,Fresno County,974861
06,021,California,Glenn County,28017
06,023,California,Humboldt County,135727
06,025,California,Imperial County,180191
06,027,California,Inyo County,18260
06,029,California,Kern County,882176
06,031,California,Kings County,150965
06,033,California,Lake County,64591
06,035,California,Lassen County,31345
06,037,California,Los Angeles County,10170292
06,039,California,Madera County,154998
06,041,California,Marin County,261221
06,043,California,Mariposa County,17531
06,045,California,Mendocino County,87649
06,047,California,Merced County,268455
06,049,California,Modoc County,8965
06,051,California,Mono County,13909
06,053,California,Monterey County,433898
06,055,California,Napa County,142456
06,057,California,Nevada County,98877
06,059,California,Orange County,3169776
06,061,California,Placer County,375391
06,063,California,Plumas County,18409
06,065,California,Riverside County,2361026
06,067,California,Sacramento County,1501335
06,069,California,San Benito County,58792
06,071,California,San Bernardino County,2128133
06,073,California,San Diego County,3299521
06,075,California,San Francisco County,864816
06,077,California,San Joaquin County,726106
06,079,California,San Luis Obispo County,281401
06,081,California,San Mateo County,765135
06,083,California,Santa Barbara County,444769
06,085,California,Santa Clara County,1918044
06,087,California,Santa Cruz County,274146
06,089,California,Shasta County,179533
06,091,California,Sierra County,2967
06,093,California,Siskiyou County,43554
06,095,California,Solano County,436092
06,097,California,Sonoma County,502146
06,099,California,Stanislaus County,538388
06,101,California,Sutter County,96463
06,103,California,Tehama County,63308
06,105,California,Trinity County,13069
06,107,California,Tulare County,459863
06,109,California,Tuolumne County,53709
06,111,California,Ventura County,850536
06,113,California,Yolo County,213016
06,115,California,Yuba County,74492
08,000,Colorado,Colorado,5456574
08,001,Colorado,Adams County,491337
08,003,Colorado,Alamosa County,16496
08,005,Colorado,Arapahoe County,631096
08,007,Colorado,Archuleta County,12352
08,009,Colorado,Baca County,3615
08,011,Colorado,Bent County,5830
08,013,Colorado,Boulder County,319372
08,014,Colorado,Broomfield County,65065
08,015,Colorado,Chaffee County,18658
08,017,Colorado,Cheyenne County,1829
08,019,Colorado,Clear Creek County,9303
08,021,Colorado,Conejos County,8130
08,023,Colorado,Costilla County,3584
08,025,Colorado,Crowley County,5562
08,027,Colorado,Custer County,4445
08,029,Colorado,Delta County,29979
08,031,Colorado,Denver County,682545
08,033,Colorado,Dolores County,1978
08,035,Colorado,Douglas County,322387
08,037,Colorado,Eagle County,53605
08,039,Colorado,Elbert County,24735
08,041,Colorado,El Paso County,674471
08,043,Colorado,Fremont County,46692
08,045,Colorado,Garfield County,58095
08,047,Colorado,Gilpin County,5828
08,049,Colorado,Grand County,14615
08,051,Colorado,Gunnison County,16067
08,053,Colorado,Hinsdale County,774
08,055,Colorado,Huerfano County,6492
08,057,Colorado,Jackson County,1356
08,059,Colorado,Jefferson County,565524
08,061,Colorado,Kiowa County,1423
08,063,Colorado,Kit Carson County,7758
08,065,Colorado,Lake County,7485
08,067,Colorado,La Plata County,54688
08,069,Colorado,Larimer County,333577
08,071,Colorado,Las Animas County,14058
08,073,Colorado,Lincoln County,5557
08,075,Colorado,Logan County,22036
08,077,Colorado,Mesa County,148513
08,079,Colorado,Mineral County,726
08,081,Colorado,Moffat County,12937
08,083,Colorado,Montezuma County,26168
08,085,Colorado,Montrose County,40946
08,087,Colorado,Morgan County,28360
08,089,Colorado,Otero County,18343
08,091,Colorado,Ouray County,4691
08,093,Colorado,Park County,16510
08,095,Colorado,Phillips County,4349
08,097,Colorado,Pitkin County,17787
08,099,Colorado,Prowers County,11954
08,101,Colorado,Pueblo County,163591
08,103,Colorado,Rio Blanco County,6571
08,105,Colorado,Rio Grande County,11543
08,107,Colorado,Routt County,24130
08,109,Colorado,Saguache County,6251
08,111,Colorado,San Juan County,701
08,113,Colorado,San Miguel County,7879
08,115,Colorado,Sedgwick County,2399
08,117,Colorado,Summit County,30257
08,119,Colorado,Teller County,23385
08,121,Colorado,Washington County,4864
08,123,Colorado,Weld County,285174
08,125,Colorado,Yuma County,10146
09,000,Connecticut,Connecticut,3590886
09,001,Connecticut,Fairfield County,948053
09,003,Connecticut,Hartford County,895841
09,005,Connecticut,Litchfield County,183603
09,007,Connecticut,Middlesex County,164063
09,009,Connecticut,New Haven County,859470
09,011,Connecticut,New London County,271863
09,013,Connecticut,Tolland County,151420
09,015,Connecticut,Windham County,116573
10,000,Delaware,Delaware,945934
10,001,Delaware,Kent County,173533
10,003,Delaware,New Castle County,556779
10,005,Delaware,Sussex County,215622
11,000,District of Columbia,District of Columbia,672228
11,001,District of Columbia,District of Columbia,672228
12,000,Florida,Florida,20271272
12,001,Florida,Alachua County,259964
12,003,Florida,Baker County,27420
12,005,Florida,Bay County,181635
12,007,Florida,Bradford County,26928
12,009,Florida,Brevard County,568088
12,011,Florida,Broward County,1896425
12,013,Florida,Calhoun County,14462
12,015,Florida,Charlotte County,173115
12,017,Florida,Citrus County,141058
12,019,Florida,Clay County,203967
12,021,Florida,Collier County,357305
12,023,Florida,Columbia County,68348
12,027,Florida,DeSoto County,35458
12,029,Florida,Dixie County,16203
12,031,Florida,Duval County,913010
12,033,Florida,Escambia County,311003
12,035,Florida,Flagler County,105392
12,037,Florida,Franklin County,11761
12,039,Florida,Gadsden County,46036
12,041,Florida,Gilchrist County,17199
12,043,Florida,Glades County,13670
12,045,Florida,Gulf County,15871
12,047,Florida,Hamilton County,14295
12,049,Florida,Hardee County,27502
12,051,Florida,Hendry County,39119
12,053,Florida,Hernando County,178439
12,055,Florida,Highlands County,99491
12,057,Florida,Hillsborough County,1349050
12,059,Florida,Holmes County,19324
12,061,Florida,Indian River County,147919
12,063,Florida,Jackson County,48599
12,065,Florida,Jefferson County,14081
12,067,Florida,Lafayette County,8663
12,069,Florida,Lake County,325875
12,071,Florida,Lee County,701982
12,073,Florida,Leon County,286272
12,075,Florida,Levy County,39832
12,077,Florida,Liberty County,8331
12,079,Florida,Madison County,18408
12,081,Florida,Manatee County,363369
12,083,Florida,Marion County,343254
12,085,Florida,Martin County,156283
12,086,Florida,Miami-Dade County,2693117
12,087,Florida,Monroe County,77482
12,089,Florida,Nassau County,78444
12,091,Florida,Okaloosa County,198664
12,093,Florida,Okeechobee County,39469
12,095,Florida,Orange County,1288126
12,097,Florida,Osceola County,323993
12,099,Florida,Palm Beach County,1422789
12,101,Florida,Pasco County,497909
12,103,Florida,Pinellas County,949827
12,105,Florida,Polk County,650092
12,107,Florida,Putnam County,72023
12,109,Florida,St. Johns County,226640
12,111,Florida,St. Lucie County,298563
12,113,Florida,Santa Rosa County,167040
12,115,Florida,Sarasota County,405549
12,117,Florida,Seminole County,449144
12,119,Florida,Sumter County,118891
12,121,Florida,Suwannee County,43760
12,123,Florida,Taylor County,22493
12,125,Florida,Union County,15234
12,127,Florida,Volusia County,517887
12,129,Florida,Wakulla County,31535
12,131,Florida,Walton County,63508
12,133,Florida,Washington County,24687
13,000,Georgia,Georgia,10214860
13,001,Georgia,Appling County,18454
13,003,Georgia,Atkinson County,8398
13,005,Georgia,Bacon County,11299
13,007,Georgia,Baker County,3180
13,009,Georgia,Baldwin County,45459
13,011,Georgia,Banks County,18495
13,013,Georgia,Barrow County,75370
13,015,Georgia,Bartow County,102747
13,017,Georgia,Ben Hill County,17403
13,019,Georgia,Berrien County,18963
13,021,Georgia,Bibb County,153721
13,023,Georgia,Bleckley County,12243
13,025,Georgia,Brantley County,18455
13,027,Georgia,Brooks County,15658
13,029,Georgia,Bryan County,35137
13,031,Georgia,Bulloch County,72651
13,033,Georgia,Burke County,22745
13,035,Georgia,Butts County,23593
13,037,Georgia,Calhoun County,6479
13,039,Georgia,Camden County,52102
13,043,Georgia,Candler County,10886
13,045,Georgia,Carroll County,114545
13,047,Georgia,Catoosa County,66050
13,049,Georgia,Charlton County,12965
13,051,Georgia,Chatham County,286956
13,053,Georgia,Chattahoochee County,11368
13,055,Georgia,Chattooga County,24922
13,057,Georgia,Cherokee County,235900
13,059,Georgia,Clarke County,123912
13,061,Georgia,Clay County,3141
13,063,Georgia,Clayton County,273955
13,065,Georgia,Clinch County,6893
13,067,Georgia,Cobb County,741334
13,069,Georgia,Coffee County,43108
13,071,Georgia,Colquitt County,45844
13,073,Georgia,Columbia County,144052
13,075,Georgia,Cook County,17124
13,077,Georgia,Coweta County,138427
13,079,Georgia,Crawford County,12388
13,081,Georgia,Crisp County,22881
13,083,Georgia,Dade County,16264
13,085,Georgia,Dawson County,23312
13,087,Georgia,Decatur County,27174
13,089,Georgia,DeKalb County,734871
13,091,Georgia,Dodge County,20882
13,093,Georgia,Dooly County,14035
13,095,Georgia,Dougherty County,91332
13,097,Georgia,Douglas County,140733
13,099,Georgia,Early County,10575
13,101,Georgia,Echols County,4040
13,103,Georgia,Effingham County,57106
13,105,Georgia,Elbert County,19364
13,107,Georgia,Emanuel County,22708
13,109,Georgia,Evans County,10787
13,111,Georgia,Fannin County,24303
13,113,Georgia,Fayette County,110714
13,115,Georgia,Floyd County,96504
13,117,Georgia,Forsyth County,212438
13,119,Georgia,Franklin County,22311
13,121,Georgia,Fulton County,1010562
13,123,Georgia,Gilmer County,29400
13,125,Georgia,Glascock County,3065
13,127,Georgia,Glynn County,83579
13,129,Georgia,Gordon County,56574
13,131,Georgia,Grady County,25205
13,133,Georgia,Greene County,16710
13,135,Georgia,Gwinnett County,895823
13,137,Georgia,Habersham County,43996
13,139,Georgia,Hall County,193535
13,141,Georgia,Hancock County,8551
13,143,Georgia,Haralson County,28854
13,145,Georgia,Harris County,33381
13,147,Georgia,Hart County,25534
13,149,Georgia,Heard County,11539
13,151,Georgia,Henry County,217739
13,153,Georgia,Houston County,150033
13,155,Georgia,Irwin County,9245
13,157,Georgia,Jackson County,63360
13,159,Georgia,Jasper County,13635
13,161,Georgia,Jeff Davis County,14920
13,163,Georgia,Jefferson County,16106
13,165,Georgia,Jenkins County,8957
13,167,Georgia,Johnson County,9656
13,169,Georgia,Jones County,28494
13,171,Georgia,Lamar County,18201
13,173,Georgia,Lanier County,10312
13,175,Georgia,Laurens County,47731
13,177,Georgia,Lee County,29202
13,179,Georgia,Liberty County,62467
13,181,Georgia,Lincoln County,7673
13,183,Georgia,Long County,17731
13,185,Georgia,Lowndes County,112865
13,187,Georgia,Lumpkin County,31408
13,189,Georgia,McDuffie County,21540
13,191,Georgia,McIntosh County,13969
13,193,Georgia,Macon County,13632
13,195,Georgia,Madison County,28441
13,197,Georgia,Marion County,8761
13,199,Georgia,Meriwether County,21190
13,201,Georgia,Miller County,5854
13,205,Georgia,Mitchell County,22574
13,207,Georgia,Monroe County,27103
13,209,Georgia,Montgomery County,8951
13,211,Georgia,Morgan County,18046
13,213,Georgia,Murray County,39565
13,215,Georgia,Muscogee County,200579
13,217,Georgia,Newton County,105473
13,219,Georgia,Oconee County,35965
13,221,Georgia,Oglethorpe County,14871
13,223,Georgia,Paulding County,152238
13,225,Georgia,Peach County,26720
13,227,Georgia,Pickens County,30309
13,229,Georgia,Pierce County,19103
13,231,Georgia,Pike County,17941
13,233,Georgia,Polk County,41524
13,235,Georgia,Pulaski County,11396
13,237,Georgia,Putnam County,21353
13,239,Georgia,Quitman County,2302
13,241,Georgia,Rabun County,16281
13,243,Georgia,Randolph County,7193
13,245,Georgia,Richmond County,201793
13,247,Georgia,Rockdale County,88856
13,249,Georgia,Schley County,5168
13,251,Georgia,Screven County,14162
13,253,Georgia,Seminole County,8647
13,255,Georgia,Spalding County,64051
13,257,Georgia,Stephens County,25586
13,259,Georgia,Stewart County,5851
13,261,Georgia,Sumter County,30779
13,263,Georgia,Talbot County,6337
13,265,Georgia,Taliaferro County,1639
13,267,Georgia,Tattnall County,25229
13,269,Georgia,Taylor County,8330
13,271,Georgia,Telfair County,16400
13,273,Georgia,Terrell County,9113
13,275,Georgia,Thomas County,45063
13,277,Georgia,Tift County,40764
13,279,Georgia,Toombs County,27241
13,281,Georgia,Towns County,11182
13,283,Georgia,Treutlen County,6785
13,285,Georgia,Troup County,69763
13,287,Georgia,Turner County,8214
13,289,Georgia,Twiggs County,8390
13,291,Georgia,Union County,22267
13,293,Georgia,Upson County,26368
13,295,Georgia,Walker County,68066
13,297,Georgia,Walton County,88399
13,299,Georgia,Ware County,35370
13,301,Georgia,Warren County,5460
13,303,Georgia,Washington County,20816
13,305,Georgia,Wayne County,29534
13,307,Georgia,Webster County,2648
13,309,Georgia,Wheeler County,7903
13,311,Georgia,White County,28319
13,313,Georgia,Whitfield County,104216
13,315,Georgia,Wilcox County,8857
13,317,Georgia,Wilkes County,9867
13,319,Georgia,Wilkinson County,9155
13,321,Georgia,Worth County,20699
15,000,Hawaii,Hawaii,1431603
15,001,Hawaii,Hawaii County,196428
15,003,Hawaii,Honolulu County,998714
15,005,Hawaii,Kalawao County,89
15,007,Hawaii,Kauai County,71735
15,009,Hawaii,Maui County,164637
16,000,Idaho,Idaho,1654930
16,001,Idaho,Ada County,434211
16,003,Idaho,Adams County,3843
16,005,Idaho,Bannock County,83744
16,007,Idaho,Bear Lake County,5922
16,009,Idaho,Benewah County,9052
16,011,Idaho,Bingham County,44990
16,013,Idaho,Blaine County,21592
16,015,Idaho,Boise County,7058
16,017,Idaho,Bonner County,41859
16,019,Idaho,Bonneville County,110089
16,021,Idaho,Boundary County,11318
16,023,Idaho,Butte County,2501
16,025,Idaho,Camas County,1066
16,027,Idaho,Canyon County,207478
16,029,Idaho,Caribou County,6770
16,031,Idaho,Cassia County,23506
16,033,Idaho,Clark County,880
16,035,Idaho,Clearwater County,8496
16,037,Idaho,Custer County,4087
16,039,Idaho,Elmore County,25876
16,041,Idaho,Franklin County,13074
16,043,Idaho,Fremont County,12819
16,045,Idaho,Gem County,16852
16,047,Idaho,Gooding County,15284
16,049,Idaho,Idaho County,16272
16,051,Idaho,Jefferson County,27157
16,053,Idaho,Jerome County,22814
16,055,Idaho,Kootenai County,150346
16,057,Idaho,Latah County,38778
16,059,Idaho,Lemhi County,7735
16,061,Idaho,Lewis County,3789
16,063,Idaho,Lincoln County,5297
16,065,Idaho,Madison County,38273
16,067,Idaho,Minidoka County,20461
16,069,Idaho,Nez Perce County,40048
16,071,Idaho,Oneida County,4281
16,073,Idaho,Owyhee County,11310
16,075,Idaho,Payette County,22896
16,077,Idaho,Power County,7648
16,079,Idaho,Shoshone County,12432
16,081,Idaho,Teton County,10564
16,083,Idaho,Twin Falls County,82375
16,085,Idaho,Valley County,10103
16,087,Idaho,Washington County,9984
17,000,Illinois,Illinois,12859995
17,001,Illinois,Adams County,67013
17,003,Illinois,Alexander County,6780
17,005,Illinois,Bond County,16950
17,007,Illinois,Boone County,53585
17,009,Illinois,Brown County,6829
17,011,Illinois,Bureau County,33587
17,013,Illinois,Calhoun County,4899
17,015,Illinois,Carroll County,14616
17,017,Illinois,Cass County,12847
17,019,Illinois,Champaign County,208861
17,021,Illinois,Christian County,33642
17,023,Illinois,Clark County,15979
17,025,Illinois,Clay County,13428
17,027,Illinois,Clinton County,37786
17,029,Illinois,Coles County,52521
17,031,Illinois,Cook County,5238216
17,033,Illinois,Crawford County,19414
17,035,Illinois,Cumberland County,10898
17,037,Illinois,DeKalb County,104352
17,039,Illinois,De Witt County,16247
17,041,Illinois,Douglas County,19823
17,043,Illinois,DuPage County,933736
17,045,Illinois,Edgar County,17664
17,047,Illinois,Edwards County,6534
17,049,Illinois,Effingham County,34371
17,051,Illinois,Fayette County,22043
17,053,Illinois,Ford County,13736
17,055,Illinois,Franklin County,39485
17,057,Illinois,Fulton County,35699
17,059,Illinois,Gallatin County,5265
17,061,Illinois,Greene County,13241
17,063,Illinois,Grundy County,50541
17,065,Illinois,Hamilton County,8200
17,067,Illinois,Hancock County,18543
17,069,Illinois,Hardin County,4135
17,071,Illinois,Henderson County,6995
17,073,Illinois,Henry County,49489
17,075,Illinois,Iroquois County,28672
17,077,Illinois,Jackson County,59362
17,079,Illinois,Jasper County,9607
17,081,Illinois,Jefferson County,38353
17,083,Illinois,Jersey County,22372
17,085,Illinois,Jo Daviess County,22086
17,087,Illinois,Johnson County,12762
17,089,Illinois,Kane County,530847
17,091,Illinois,Kankakee County,110879
17,093,Illinois,Kendall County,123355
17,095,Illinois,Knox County,51441
17,097,Illinois,Lake County,703910
17,099,Illinois,LaSalle County,111333
17,101,Illinois,Lawrence County,16491
17,103,Illinois,Lee County,34584
17,105,Illinois,Livingston County,36671
17,107,Illinois,Logan County,29494
17,109,Illinois,McDonough County,31333
17,111,Illinois,McHenry County,307343
17,113,Illinois,McLean County,173166
17,115,Illinois,Macon County,107303
17,117,Illinois,Macoupin County,46045
17,119,Illinois,Madison County,266209
17,121,Illinois,Marion County,38339
17,123,Illinois,Marshall County,11982
17,125,Illinois,Mason County,13701
17,127,Illinois,Massac County,14766
17,129,Illinois,Menard County,12444
17,131,Illinois,Mercer County,15858
17,133,Illinois,Monroe County,33879
17,135,Illinois,Montgomery County,28898
17,137,Illinois,Morgan County,34828
17,139,Illinois,Moultrie County,14931
17,141,Illinois,Ogle County,51659
17,143,Illinois,Peoria County,186221
17,145,Illinois,Perry County,21543
17,147,Illinois,Piatt County,16387
17,149,Illinois,Pike County,15989
17,151,Illinois,Pope County,4226
17,153,Illinois,Pulaski County,5678
17,155,Illinois,Putnam County,5644
17,157,Illinois,Randolph County,32852
17,159,Illinois,Richland County,16029
17,161,Illinois,Rock Island County,146133
17,163,Illinois,St. Clair County,264052
17,165,Illinois,Saline County,24548
17,167,Illinois,Sangamon County,198712
17,169,Illinois,Schuyler County,7032
17,171,Illinois,Scott County,5092
17,173,Illinois,Shelby County,21775
17,175,Illinois,Stark County,5788
17,177,Illinois,Stephenson County,45749
17,179,Illinois,Tazewell County,134800
17,181,Illinois,Union County,17408
17,183,Illinois,Vermilion County,79282
17,185,Illinois,Wabash County,11542
17,187,Illinois,Warren County,17527
17,189,Illinois,Washington County,14270
17,191,Illinois,Wayne County,16423
17,193,Illinois,White County,14327
17,195,Illinois,Whiteside County,57079
17,197,Illinois,Will County,687263
17,199,Illinois,Williamson County,67466
17,201,Illinois,Winnebago County,287078
17,203,Illinois,Woodford County,39227
18,000,Indiana,Indiana,6619680
18,001,Indiana,Adams County,34980
18,003,Indiana,Allen County,368450
18,005,Indiana,Bartholomew County,81162
18,007,Indiana,Benton County,8681
18,009,Indiana,Blackford County,12298
18,011,Indiana,Boone County,63344
18,013,Indiana,Brown County,14977
18,015,Indiana,Carroll County,19856
18,017,Indiana,Cass County,37979
18,019,Indiana,Clark County,115371
18,021,Indiana,Clay County,26503
18,023,Indiana,Clinton County,32609
18,025,Indiana,Crawford County,10483
18,027,Indiana,Daviess County,32906
18,029,Indiana,Dearborn County,49455
18,031,Indiana,Decatur County,26521
18,033,Indiana,DeKalb County,42589
18,035,Indiana,Delaware County,116852
18,037,Indiana,Dubois County,42461
18,039,Indiana,Elkhart County,203474
18,041,Indiana,Fayette County,23434
18,043,Indiana,Floyd County,76778
18,045,Indiana,Fountain County,16591
18,047,Indiana,Franklin County,22872
18,049,Indiana,Fulton County,20315
18,051,Indiana,Gibson County,33775
18,053,Indiana,Grant County,67979
18,055,Indiana,Greene County,32441
18,057,Indiana,Hamilton County,309697
18,059,Indiana,Hancock County,72520
18,061,Indiana,Harrison County,39578
18,063,Indiana,Hendricks County,158192
18,065,Indiana,Henry County,48985
18,067,Indiana,Howard County,82556
18,069,Indiana,Huntington County,36630
18,071,Indiana,Jackson County,44069
18,073,Indiana,Jasper County,33470
18,075,Indiana,Jay County,21121
18,077,Indiana,Jefferson County,32416
18,079,Indiana,Jennings County,27897
18,081,Indiana,Johnson County,149633
18,083,Indiana,Knox County,37927
18,085,Indiana,Kosciusko County,78620
18,087,Indiana,LaGrange County,38809
18,089,Indiana,Lake County,487865
18,091,Indiana,LaPorte County,110884
18,093,Indiana,Lawrence County,45495
18,095,Indiana,Madison County,129723
18,097,Indiana,Marion County,939020
18,099,Indiana,Marshall County,46857
18,101,Indiana,Martin County,10226
18,103,Indiana,Miami County,35862
18,105,Indiana,Monroe County,144705
18,107,Indiana,Montgomery County,38227
18,109,Indiana,Morgan County,69648
18,111,Indiana,Newton County,14008
18,113,Indiana,Noble County,47733
18,115,Indiana,Ohio County,5938
18,117,Indiana,Orange County,19605
18,119,Indiana,Owen County,20872
18,121,Indiana,Parke County,16901
18,123,Indiana,Perry County,19347
